Time,Home,Away,Status
"08:00","Nagoya","Vissel Kobe","Scheduled"
"08:00","Suwon Bluewings","Jeonnam","Scheduled"
"08:00","Mito Hollyhock","Tokyo","Scheduled"
"08:00","Shimizu","Fagiano Okayama","Scheduled"
"08:00","Kyoto Sanga","Cerezo Osaka","Scheduled"
"08:00","Gwangju","Jeonbuk Hyundai Motors FC","Scheduled"
"08:00","Seoul E-Land","Busan","Scheduled"
"08:00","FC Ska-Khabarovsk","Rodina Moscow","Scheduled"
"08:00","Wellington Phoenix","Brisbane Roar FC","Scheduled"
"09:00","Newcastle United Jets FC","Auckland FC","Scheduled"
"09:00","Kashima","Kawasaki Frontale","Scheduled"
"09:00","Hiroshima","Gamba Osaka","Scheduled"
"10:00","Tokyo Verdy","Urawa Red Diamonds","Scheduled"
"10:00","Melbourne Victory","Western Sydney Wanderers","Scheduled"
"10:30","Daejeon Citizen","Sangju Sangmu","Scheduled"
"10:30","Gyeongnam","Chungbuk Cheongju FC","Scheduled"
"10:30","Zhejiang","Shanghai Shenhua","Scheduled"
"10:30","Shandong Taishan","Beijing Guoan","Scheduled"
"13:30","Kocaelispor","Konyaspor","Scheduled"
"13:30","AFC Chindia Targoviste","AFC Metalul Buzau","Scheduled"
"13:30","CS Gloria 2018 Bistrita-Nasaud","SC FC Voluntari","Scheduled"
"13:30","ACS FC Bacau","CSM Slatina","Scheduled"
"13:30","Csm Ceahlaul Piatra Neamt","CS Afumati","Scheduled"
"13:30","ACS Sepsi OSK Sfantu Gheorghe","Targu Mures","Scheduled"
"13:30","CSC Dumbravita","CS Concordia Chiajna","Scheduled"
"13:30","CS Corvinul 1921 Hunedoara","FC Bihor Oradea","Scheduled"
"13:30","Csm Olimpia Satu Mare","CS Dinamo Bucuresti","Scheduled"
"13:30","CSC 1599 Selimbar","Csm Resita","Scheduled"
"13:30","Csa Steaua Bucuresti","CSM Politehnica Iasi","Scheduled"
"13:30","AFC Campulung Muscel 2022","CS Tunari","Scheduled"
"13:30","Nomme United","Parnu Vaprus","Scheduled"
"13:30","Adana Demirspor","Serik","Scheduled"
"13:45","FK Sochi","FK Krasnodar","Scheduled"
"13:45","FK Spartak 1918 Varna","FC CSKA 1948","Scheduled"
"14:00","Buriram United","Chonburi","Scheduled"
"14:00","Academico de Viseu FC","Leixoes SC","Scheduled"
"14:00","GAIS","AIK","Scheduled"
"14:00","CD Castellon B","Sant Andreu","Scheduled"
"14:30","Muang Thong United","Uthai Thani FC","Scheduled"
"14:30","SC East Bengal","Kerala Blasters FC","Scheduled"
"14:35","Chongqing T.","Liaoning","Scheduled"
"15:00","Braunschweig","Dusseldorf","Scheduled"
"15:00","Bielefeld","Paderborn","Scheduled"
"15:00","Shenzhen Peng","Tianjin","Scheduled"
"15:00","Holstein Kiel","Nuremberg","Scheduled"
"15:00","Hobro IK","Aalborg BK","Scheduled"
"15:00","Rayong FC","Pathum United","Scheduled"
"15:00","FK Radnik Surdulica","FK Javor Ivanjica","Scheduled"
"15:00","Ishoej IF","Fremad Amager","Scheduled"
"15:00","Grobinas SC/LFS","FK Auda Riga","Scheduled"
"15:30","Coventry","Southampton","Scheduled"
"15:30","Oxford United","Charlton","Scheduled"
"15:30","Middlesbrough","Bristol City","Scheduled"
"15:30","Lamphun Warriors FC","Prachuap FC","Scheduled"
"15:30","Wealdstone","Solihull Moors","Scheduled"
"15:30","Rotherham","Bolton","Scheduled"
"15:30","Harrogate","Salford","Scheduled"
"15:30","Notts County","Chesterfield","Scheduled"
"15:30","Lincoln City","Stockport County FC","Scheduled"
"15:30","Kuressaare","Tartu Tammeka","Scheduled"
"16:00","Girona","Athletic Bilbao","Scheduled"
"16:00","Zenit Saint Petersburg","FK Spartak Moscow","Scheduled"
"16:00","Essen","Erzgebirge Aue","Scheduled"
"16:00","CA Cerro","CA Progreso","Scheduled"
"16:00","Reims","Rodez","Scheduled"
"16:00","Aarhus Fremad","AC Horsens","Scheduled"
"16:00","Trabzonspor","Rizespor","Scheduled"
"16:00","Red Star FC","Dunkerque","Scheduled"
"16:00","Havelse","Viktoria Cologne","Scheduled"
"16:00","Osnabruck","Mannheim","Scheduled"
"16:00","Saarbrucken","Regensburg","Scheduled"
"16:00","Hansa Rostock","Duisburg","Scheduled"
"16:00","FK Radnicki Nis","FK Spartak Subotica","Scheduled"
"16:00","Chrisoupolis","Kavala","Scheduled"
"16:00","Kampaniakos","PAS Giannina","Scheduled"
"16:00","Iraklis","Niki Volou","Scheduled"
"16:00","Anagennisi Karditsas","Asteras Tripolis B","Scheduled"
"16:00","FK Vozdovac Belgrade","Zemun","Scheduled"
"16:00","Meppen","Bremen II","Scheduled"
"16:00","Hankofen-Hailing","Schwaben Augsburg","Scheduled"
"16:00","Augsburg II","Wurzburger Kickers","Scheduled"
"16:00","Nuremberg II","Unterhaching","Scheduled"
"16:00","Drochtersen","Weiche","Scheduled"
"16:00","Aschaffenburg","Ansbach","Scheduled"
"16:00","Illertissen","Burghausen","Scheduled"
"16:00","Europa","Betis Deportivo Balompie","Scheduled"
"16:00","Eilenburg","Magdeburg II","Scheduled"
"16:00","Luckenwalde","Greifswald","Scheduled"
"16:00","Lotte","FC Bocholt","Scheduled"
"16:00","FC Schalke 04 II","Gutersloh","Scheduled"
"16:00","Paderborn 07 II","Bochum II","Scheduled"
"16:00","Rodinghausen","Bonn","Scheduled"
"16:00","Chemnitz","Erfurt","Scheduled"
"16:00","Preussen Berlin","Halle","Scheduled"
"16:00","Walldorf","SG Barockstadt Fulda-Lehnerz","Scheduled"
"16:00","Trier","FSV Frankfurt","Scheduled"
"16:00","Balingen","Sandhausen","Scheduled"
"16:00","Kassel","Schott Mainz","Scheduled"
"16:00","Offenbach","Grossaspach","Scheduled"
"16:00","Steinbach","Homburg","Scheduled"
"16:00","Bahlingen","Freiberg","Scheduled"
"16:00","Freiburg II","Stuttgarter Kickers","Scheduled"
"16:15","Botev Plovdiv","POFC Botev Vratsa","Scheduled"
"16:15","MSK Povazska Bystrica","Vion Zlate Moravce - Vrable","Scheduled"
"16:30","Ujpest","Kisvarda","Scheduled"
"16:30","Slavia Kromeriz","Sparta Prague B","Scheduled"
"16:30","Giugliano Calcio 1928","Atalanta BC U23","Scheduled"
"16:30","Potenza Calcio","Cavese 1919","Scheduled"
"16:30","Latina Calcio","Siracusa","Scheduled"
"16:30","S.S.D. Casarano Calcio","Cosenza Calcio","Scheduled"
"16:30","Asd Pineto Calcio","AC Bra","Scheduled"
"16:30","STK 1914 Samorin","MSK Puchov","Scheduled"
"16:30","Stara Lubovna","FK Pohronie Ziar Nad","Scheduled"
"16:30","ASD Torres Sassari","Ravenna FC 1913","Scheduled"
"16:30","MFK Zvolen","Banik Lehota Pod Vtacnikom","Scheduled"
"16:30","Tatran Liptovsky Mikulas","Slavia Tu Kosice","Scheduled"
"16:45","Jagiellonia Bialystok","GKS Piast Gliwice","Scheduled"
"17:00","Inter Milano","Atalanta BC","Scheduled"
"17:00","Osijek","Gorica","Scheduled"
"17:00","Dukla Prague","FK Jablonec","Scheduled"
"17:00","Juve Stabia","Carrarese Calcio","Scheduled"
"17:00","Calcio Padova","US Catanzaro","Scheduled"
"17:00","Mlada Boleslav","Pardubice","Scheduled"
"17:00","Hradec Kralove","Banik Ostrava","Scheduled"
"17:00","Empoli FC","Mantova 1911","Scheduled"
"17:00","Cesena FC","Frosinone Calcio","Scheduled"
"17:00","SSC Bari","Reggiana 1919","Scheduled"
"17:00","FC Kamaz Naberezhnye Chelny","Rotor Volgograd","Scheduled"
"17:00","Kozarmisleny","Bvsc-Zuglo","Scheduled"
"17:00","NK Radomlje","Olimpija Ljubljana","Scheduled"
"17:00","Pacos Ferreira","SL Benfica B","Scheduled"
"17:00","FK Zeljeznicar Sarajevo","FK Borac Banja Luka","Scheduled"
"17:00","Cologne II","Oberhausen","Scheduled"
"17:00","Riga FC","BFC Daugavpils","Scheduled"
"17:30","Eintracht Fr","Heidenheim","Scheduled"
"17:30","Leverkusen","Bayern Munich","Scheduled"
"17:30","Hoffenheim","Wolfsburg","Scheduled"
"17:30","Dortmund","Augsburg","Scheduled"
"17:30","MFK Ruzomberok","FK Kosice","Scheduled"
"17:30","FC Tatran Presov","KFC Komarno","Scheduled"
"17:30","Zeleziarne Podbrezova","Zemplin Michalovce","Scheduled"
"17:30","Pen-y-Bont FC","The New Saints FC","Scheduled"
"17:30","Colwyn Bay","Barry Town United FC","Scheduled"
"17:30","Altona","Hannoverscher SC","Scheduled"
"18:00","Celtic","Motherwell FC","Scheduled"
"18:00","Aberdeen FC","Falkirk FC","Scheduled"
"18:00","Hibernian FC","Livingston FC","Scheduled"
"18:00","Burnley","Bournemouth","Scheduled"
"18:00","Sunderland","Brighton","Scheduled"
"18:00","OFI Crete","Olympiacos","Scheduled"
"18:00","Sheffield Wed","Ipswich","Scheduled"
"18:00","Birmingham","Sheffield Utd","Scheduled"
"18:00","Norwich","Preston","Scheduled"
"18:00","Stoke","Watford","Scheduled"
"18:00","Millwall","Blackburn","Scheduled"
"18:00","Leicester","QPR","Scheduled"
"18:00","West Brom","Hull City","Scheduled"
"18:00","Royal Charleroi SC","Oud-Heverlee Leuven","Scheduled"
"18:00","Hamarkameratene","Viking FK","Scheduled"
"18:00","Tamworth","Carlisle","Scheduled"
"18:00","Southend","Forest Green","Scheduled"
"18:00","Truro","Hartlepool","Scheduled"
"18:00","Brackley","Woking","Scheduled"
"18:00","Halifax","Boreham","Scheduled"
"18:00","Aldershot","York","Scheduled"
"18:00","Boston","Yeovil","Scheduled"
"18:00","Gateshead","Sutton","Scheduled"
"18:00","St Johnstone FC","Ross County FC","Scheduled"
"18:00","Queens Park FC","Ayr United FC","Scheduled"
"18:00","Airdrieonians FC","Arbroath FC","Scheduled"
"18:00","Dunfermline Athletic FC","Raith Rovers FC","Scheduled"
"18:00","Crewe","Walsall","Scheduled"
"18:00","Hamilton Academical FC","Queen of The South FC","Scheduled"
"18:00","Kelty Hearts FC","East Fife FC","Scheduled"
"18:00","Inverness Caledonian Thistle FC","Cove Rangers FC","Scheduled"
"18:00","Annan Athletic FC","Edinburgh City FC","Scheduled"
"18:00","Elgin City FC","Dumbarton FC","Scheduled"
"18:00","Peterhead FC","Stenhousemuir FC","Scheduled"
"18:00","Stranraer FC","East Kilbride FC","Scheduled"
"18:00","Spartans FC","Clyde FC","Scheduled"
"18:00","Stirling Albion FC","Forfar Athletic FC","Scheduled"
"18:00","Barnet","Newport","Scheduled"
"18:00","Barrow","Accrington","Scheduled"
"18:00","Bromley","Bristol Rovers","Scheduled"
"18:00","Cambridge United","Gillingham","Scheduled"
"18:00","Fleetwood","Tranmere","Scheduled"
"18:00","Shrewsbury","Cheltenham","Scheduled"
"18:00","Oldham","Grimsby Town","Scheduled"
"18:00","Swindon Town","MK Dons","Scheduled"
"18:00","Exeter","Cardiff","Scheduled"
"18:00","Doncaster","Blackpool","Scheduled"
"18:00","Mansfield","Barnsley","Scheduled"
"18:00","Leyton Orient","Peterborough","Scheduled"
"18:00","Amora FC","1 Dezembro","Scheduled"
"18:00","Caldas SC","Atletico CP","Scheduled"
"18:00","Northampton","Burton","Scheduled"
"18:00","Stevenage","Wimbledon","Scheduled"
"18:00","Port Vale","Huddersfield","Scheduled"
"18:00","Reading","Plymouth","Scheduled"
"18:00","Wigan","Bradford City","Scheduled"
"18:00","Wycombe","Luton","Scheduled"
"18:00","Ballymena United","Carrick Rangers","Scheduled"
"18:00","AEL Limassol","Aradippou","Scheduled"
"18:00","FC Fakel Voronezh","Chernomorets Novorossiysk","Scheduled"
"18:00","Club Brugge KV U23","SK Beveren","Scheduled"
"18:00","FK Partizan Belgrade","TSC Backa Topola","Scheduled"
"18:00","Jeddeloh","Hannover II","Scheduled"
"18:15","Atletico Madrid","Getafe","Scheduled"
"18:15","FK Rostov","FK Dinamo Moscow","Scheduled"
"18:15","Cultural Leonesa","Racing Santander","Scheduled"
"18:15","Ourense CF","Racing Club de Ferrol","Scheduled"
"18:15","Arenas Club Getxo","Pontevedra","Scheduled"
"18:15","Zamora","CD Arenteiro","Scheduled"
"18:15","Villarreal B","Juv. Torremolinos","Scheduled"
"18:30","FC Volendam","Fortuna Sittard","Scheduled"
"18:30","1860 Munich","Wehen Wiesbaden","Scheduled"
"18:30","De Graafschap","FC Dordrecht","Scheduled"
"18:30","Guimaraes","FC Famalicao","Scheduled"
"18:30","Spartak Kostroma","Chayka Peschanokopskoye","Scheduled"
"18:30","CD Ebro","Sestao River","Scheduled"
"18:30","SD Beasain","Gernika Club","Scheduled"
"18:30","Barcelona Atletic","Girona FC B","Scheduled"
"18:45","Ludogorets 1945","PFC CSKA Sofia","Scheduled"
"19:00","Lorient","Lens","Scheduled"
"19:00","Akritas Chlorakas","Pafos","Scheduled"
"19:00","SC Covilha","Lusitano GC","Scheduled"
"19:00","Paksi","Zalaegerszeg TE","Scheduled"
"19:00","UD Santarem","Amarante FC","Scheduled"
"19:00","SCR Altach","Blau-Weiss Linz","Scheduled"
"19:00","SV Ried","WSG Tirol","Scheduled"
"19:00","Grazer AK 1902","Wolfsberger AC","Scheduled"
"19:00","Basconia","Tudelano","Scheduled"
"19:15","Dinamo Zagreb","Slaven Belupo","Scheduled"
"19:15","AC Monza","Palermo FC","Scheduled"
"19:15","Fotbal Club FCSB","Metaloglobus Bucuresti","Scheduled"
"19:30","GKS Katowice","KS Lechia Gdansk","Scheduled"
"19:30","NK Maribor","Mura Murska Sobota","Scheduled"
"19:30","Citta Di Pontedera","Monterosi Tuscia","Scheduled"
"19:30","US Pergolettese Crema","FC Arzignano Valchiampo","Scheduled"
"19:30","US Livorno 1915","AC Carpi","Scheduled"
"19:30","ACD Ospitaletto","AC Trento","Scheduled"
"19:30","Vis Pesaro 1898","Ternana Calcio","Scheduled"
"20:00","Napoli","US Lecce","Scheduled"
"20:00","Molde FK","Rosenborg BK","Scheduled"
"20:00","Club Atletico Los Andes","CA Central Norte Salta","Scheduled"
"20:00","FC Zurich","FC Sion","Scheduled"
"20:00","FC Zlin","Slavia Prague","Scheduled"
"20:00","FC Thun","Grasshopper Club Zurich","Scheduled"
"20:00","Galatasaray","Istanbul Basaksehir","Scheduled"
"20:00","Goztepe Izmir","Alanyaspor","Scheduled"
"20:00","Stade Lausanne Ouchy","Stade Nyonnais","Scheduled"
"20:00","FC Spartak Trnava","DAC 1904 Dunajska Streda","Scheduled"
"20:00","Toronto FC","New York Red Bulls","Scheduled"
"20:00","FK Radnik Bijeljina","FK Sloga Doboj","Scheduled"
"20:00","Pendikspor","Istanbulspor","Scheduled"
"20:00","Mutilvera","SD Eibar B","Scheduled"
"20:00","Amorebieta","SD Logrones","Scheduled"
"20:00","Olot","Torrent CF","Scheduled"
"20:15","Union Saint-Gilloise","FCV Dender EH","Scheduled"
"20:15","UD Samano","Coruxo","Scheduled"
"20:30","Chelsea","Newcastle","Scheduled"
"20:30","Arsenal","Everton","Scheduled"
"20:30","Hamburg","1. FC Cologne","Scheduled"
"20:30","Oviedo","Valencia","Scheduled"
"20:30","FC Baltika Kaliningrad","CSKA Moscow","Scheduled"
"20:30","Panserraikos","Aris Thessaloniki","Scheduled"
"20:30","Scunthorpe","Altrincham","Scheduled"
"20:30","Morecambe","Braintree","Scheduled"
"20:30","Eastleigh","Rochdale AFC","Scheduled"
"20:30","Montrose FC","Alloa Athletic FC","Scheduled"
"20:30","Valladolid","Leganes","Scheduled"
"20:30","Zaragoza","Almeria","Scheduled"
"20:30","CD Lugo","RM Castilla","Scheduled"
"20:30","Cartagena","CD Teruel","Scheduled"
"20:30","Atletico Sanluqueno","Eldense","Scheduled"
"20:45","PSV","NEC Nijmegen","Scheduled"
"21:00","Angers","Nice","Scheduled"
"21:00","Larissa","Asteras Tripolis","Scheduled"
"21:00","Gil Vicente","FC Alverca SAD","Scheduled"
"21:00","Sport Huancayo","Asociacion Deportiva Tarma","Scheduled"
"21:00","Internacional W","Red Bull Bragantino W","Scheduled"
"21:00","America MG W","EC Juventude W","Scheduled"
"21:00","Santos FC SP W","Mixto EC MT W","Scheduled"
"21:00","Gimnastica Segoviana CF","RC Deportivo Fabril","Scheduled"
"21:30","ZKS Stal Rzeszow","Gornik Leczna","Scheduled"
"21:30","Sampdoria","Venezia FC","Scheduled"
"21:30","Ruch Chorzow","Stal Mielec","Scheduled"
"21:30","Debreceni VSC","Nyiregyhaza","Scheduled"
"21:30","Pogon Grodzisk Mazowiecki","Polonia Warszawa","Scheduled"
"22:00","SC Heerenveen","SC Telstar","Scheduled"
"22:00","CA San Miguel","San Telmo","Scheduled"
"22:00","CA All Boys","Deportivo Madryn","Scheduled"
"22:00","Al-Fateh SC","Al Hilal SFC","Scheduled"
"22:00","Al-Shabab FC (SA)","Al-Okhdood Club","Scheduled"
"22:00","Al-Khaleej Club","Al-Nassr FC","Scheduled"
"22:00","Grenoble","Saint-Etienne","Scheduled"
"22:00","Deportivo Moron","CA Chaco For Ever","Scheduled"
"22:00","Loudoun United FC","Pittsburgh Riverhounds","Scheduled"
"22:00","RFC Seraing","KRC Genk U23","Scheduled"
"22:00","Ind. Del Valle","SD Aucas","Scheduled"
"22:00","KV Kortrijk","Royal Olympic Charleroi","Scheduled"
"22:00","RFC Liege","K Beerschot VA","Scheduled"
"22:00","Cruzeiro MG W","Atletico Mineiro W","Scheduled"
"22:00","Sao Paulo W","Ferroviaria SP W","Scheduled"
"22:00","Rapid Bucuresti 1923","FC Dinamo Bucuresti 1948","Scheduled"
"22:15","Atlanta United FC","Philadelphia Union","Scheduled"
"22:15","MKS Cracovia Krakow","Wisla Plock","Scheduled"
"22:30","FC St. Gallen 1879","FC Lugano","Scheduled"
"22:30","HERTHA","Bochum","Scheduled"
"22:30","US Albinoleffe","AS Giana Erminio","Scheduled"
"22:30","Sambenedettese","SSD Citta Di Campobasso","Scheduled"
"22:45","Udinese","Juventus","Scheduled"
"22:45","KVC Westerlo","Club Brugge","Scheduled"
"23:00","Kilmarnock FC","Hearts","Scheduled"
"23:00","West Ham","Man City","Scheduled"
"23:00","Ajax","Sparta Rotterdam","Scheduled"
"23:00","Real Madrid","Elche","Scheduled"
"23:00","CA Platense","Velez Sarsfield","Scheduled"
"23:00","Louisville City FC","Miami FC","Scheduled"
"23:00","Boston River","Racing Club Montevideo","Scheduled"
"23:00","AD Ceuta","Deportivo La Coruna","Scheduled"
"23:00","Piaui PI","Fluminense EC PI","Scheduled"
"23:00","CF Os Belenenses","Varzim SC","Scheduled"
"23:00","Detroit City FC","Brooklyn FC","Scheduled"
"23:00","Rhode Island FC","Sporting Jax","Scheduled"
"23:00","Kansas City NWSL","Utah Royals FC","Scheduled"
"23:00","CF Talavera de La Reina","Real Aviles","Scheduled"
"23:05","Monaco","Brest","Scheduled"
"23:15","Juan Pablo II College","Los Chankas CYC","Scheduled"
"23:30","FC Arouca","Benfica","Scheduled"
"00:00","Coquimbo U.","U. de Chile","Scheduled"
"00:00","CD Godoy Cruz","Ferro Carril Oeste","Scheduled"
"00:00","CA Estudiantes","Defensores de Belgrano","Scheduled"
"00:00","Colorado Springs Switchbacks FC","Las Vegas Lights","Scheduled"
"00:00","Gremio W","Fluminense W","Scheduled"
"00:10","Cucuta","AD Cali","Scheduled"
"00:30","EC Vitoria","Atletico Mineiro MG","Scheduled"
"00:30","Delfin SC","Manta FC","Scheduled"
"00:30","Recoleta FC","Club Olimpia","Scheduled"
"01:15","Columbus Crew","Nashville SC","Scheduled"
"02:00","CA Rosario Central","CA Banfield","Scheduled"
"02:00","Mitre Santiago Del Estero","Club Ciudad de Bolivar","Scheduled"
"02:00","Colon de Santa Fe","Club Atletico Acassuso","Scheduled"
"02:00","Tristan Suarez","CA Guemes","Scheduled"
"02:00","Quilmes AC","CA Patronato Parana","Scheduled"
"02:00","Atletico San Luis","CF Pachuca","Scheduled"
"02:00","Lexington SC","Sacramento Republic FC","Scheduled"
"02:00","Deportivo Garcilaso","Alianza Lima","Scheduled"
"02:00","North Carolina Courage","Racing Louisville FC","Scheduled"
"02:07","Guadalajara Chivas","Club Santos Laguna","Scheduled"
"02:20","Boyaca Chico","Millonarios","Scheduled"
"02:30","Botafogo RJ","Flamengo RJ","Scheduled"
"02:30","U. Catolica","Everton VM","Scheduled"
"02:30","Albion FC","Penarol Montevideo","Scheduled"
"02:30","Charlotte FC","Inter Miami CF","Scheduled"
"02:30","New York City FC","Colorado Rapids","Scheduled"
"02:30","Orlando City SC","CF Montreal","Scheduled"
"02:30","Cerro Porteno","Sportivo Trinidense","Scheduled"
"03:00","FC Tulsa","San Antonio FC","Scheduled"
"03:00","LDU Quito","CD Universidad Catolica","Scheduled"
"03:30","Chicago Fire","DC United","Scheduled"
"03:30","FC Dallas","San Diego FC","Scheduled"
"03:30","Houston Dynamo","Portland Timbers","Scheduled"
"03:45","San Diego Wave FC","Houston Dash","Scheduled"
"04:00","Cancun FC","Club Atletico La Paz","Scheduled"
"04:00","Club Leon","Club Tijuana de Caliente","Scheduled"
"04:00","Deportivo Toluca FC","Atlas FC","Scheduled"
"04:00","Atletico Morelia","Tepatitlan FC","Scheduled"
"04:30","Los Angeles Galaxy","Sporting Kansas City","Scheduled"
"04:30","Real Salt Lake","Austin FC","Scheduled"
"04:30","Santa Fe","Valledupar","Scheduled"
"04:30","Universitario de Deportes","UTC de Cajamarca","Scheduled"
"05:00","Phoenix Rising FC","Orange County SC","Scheduled"
"05:00","Oakland Roots SC","New Mexico United","Scheduled"
"05:00","Monterey Bay FC","El Paso Locomotive FC","Scheduled"
"05:00","Herediano","Liberia","Scheduled"
"05:30","Los Angeles FC","Saint Louis City SC","Scheduled"
"06:00","Dorados Sinaloa","Leones Negros","Scheduled"
"06:00","Melbourne City FC","Canberra United FC","Scheduled"
"06:10","Pumas Unam","Cruz Azul","Scheduled"
"08:00","Jeju Utd","Seoul","Scheduled"
"08:00","V-Varen Nagasaki","Avispa Fukuoka","Scheduled"
"10:30","Henan","Yunnan Yukun","Scheduled"
"10:30","Gangwon","FC Anyang","Scheduled"
"10:30","Hwaseong FC","Cheonan City","Scheduled"
"11:00","Melbourne Victory","Macarthur FC","Scheduled"
"11:30","FK Ural Yekaterinburg","PFK Arsenal Tula","Scheduled"
"12:15","Viktoria Zizkov","Opava","Scheduled"
"12:30","First Vienna FC","Young Violets Wien","Scheduled"
"12:30","Slovan Bratislava B","Dukla Banska Bystrica","Scheduled"
"12:30","MSK Zilina B","FC Petrzalka","Scheduled"
"12:30","OFK Malzenice","Inter Bratislava","Scheduled"
"13:00","Slavia Prague B","SK Prostejov","Scheduled"
"13:30","Paide Linnameeskond","Narva Trans","Scheduled"
"13:30","Erzurumspor","Hatayspor","Scheduled"
"13:30","Sivasspor","Umraniyespor","Scheduled"
"14:00","FK Akron Tolyatti","RFK Akhmat Grozny","Scheduled"
"14:00","Shanghai Port","Qingdao West Coast","Scheduled"
"14:00","Pogon Siedlce","MKS Znicz Pruszkow","Scheduled"
"14:00","Bangkok United FC","Port FC","Scheduled"
"14:00","FC Vizela","Lusitania FC Lourosa","Scheduled"
"14:00","Vitoria Guimaraes B","CD Trofense","Scheduled"
"14:00","Osasuna B","Athletic Bilbao B","Scheduled"
"14:00","Alcorcon","CF Algeciras","Scheduled"
"14:00","Sevilla Atletico","Antequera CF","Scheduled"
"14:00","Utebo","Real Zaragoza Deportivo Aragon","Scheduled"
"14:00","Real Oviedo B","Real Avila","Scheduled"
"14:00","Rayo Cantabria","Real Valladolid Promesas","Scheduled"
"14:00","CD Atletico Baleares","Atletic Lleida CE","Scheduled"
"14:00","UD Poblense","Reus FC Reddis","Scheduled"
"14:00","Valencia CF Mestalla","CD Ibiza Islas Pitiusas","Scheduled"
"14:00","Barbastro","Andratx","Scheduled"
"14:15","FC Twente","FC Utrecht","Scheduled"
"14:15","MKS Arka Gdynia","Widzew Lodz","Scheduled"
"14:30","Hellas Verona","Genoa","Scheduled"
"14:30","Kanchanaburi Power FC","Sukhothai","Scheduled"
"14:30","FC Crotone","US Salernitana","Scheduled"
"14:30","Forli FC","Juventus Next Gen","Scheduled"
"14:35","Chengdu Rongcheng","Qingdao Hainiu","Scheduled"
"14:55","Aston Villa Women","Manchester City Women","Scheduled"
"14:55","Tottenham Women","Everton Women","Scheduled"
"14:55","Liverpool Women","Leicester City WFC","Scheduled"
"14:55","London City Lionesses","Arsenal W","Scheduled"
"15:00","St Mirren FC","Glasgow Rangers","Scheduled"
"15:00","Slovan Liberec","Teplice","Scheduled"
"15:00","Ratchaburi","Ayutthaya United FC","Scheduled"
"15:00","FK Ufa","Sokol Saratov","Scheduled"
"15:00","Volga Ulyanovsk","FC Chelyabinsk","Scheduled"
"15:00","FK Novi Pazar","FK Cukaricki Belgrade","Scheduled"
"15:00","Naestved BK","Vendsyssel FF","Scheduled"
"15:00","NK Posusje","HSK Zrinjski Mostar","Scheduled"
"15:15","FK Banga","Dziugas","Scheduled"
"15:30","Schalke 04","Hannover 96","Scheduled"
"15:30","Dynamo Dresden","Munster","Scheduled"
"15:30","Kaiserslautern","Karlsruhe","Scheduled"
"15:30","Stuttgart II","Hoffenheim II","Scheduled"
"15:30","PFC Cherno More Varna","PFC Montana 1921","Scheduled"
"15:30","KRC Genk","St. Truidense VV","Scheduled"
"15:30","Flora Tallinn","Nomme Kalju","Scheduled"
"15:30","Harju JK Laagri","Levadia Tallinn","Scheduled"
"16:00","Mallorca","Espanyol","Scheduled"
"16:00","Odense Boldklub","FC Copenhagen","Scheduled"
"16:00","FC Midtjylland","FC Nordsjaelland","Scheduled"
"16:00","Central Espanol","Cerro Largo","Scheduled"
"16:00","Esbjerg FB","Hillerod Fodbold","Scheduled"
"16:00","Lausanne-Sport","Young Boys","Scheduled"
"16:00","Neuchatel Xamax","Rapperswil-Jona","Scheduled"
"16:00","Cordoba CF","Real Sociedad B","Scheduled"
"16:00","Kasimpasa Istanbul","Eyupspor","Scheduled"
"16:00","ASC Otelul Galati","AFK Csikszereda Miercurea Ciuc","Scheduled"
"16:00","FC Shinnik Yaroslavl","FC Yenisey Krasnoyarsk","Scheduled"
"16:00","Egaleo Athens","Ilioupoli","Scheduled"
"16:00","Aoc-Kissamikos","Kallithea","Scheduled"
"16:00","Marko","Panionios","Scheduled"
"16:00","Hellas Syrou","Panargiakos","Scheduled"
"16:00","Kalamata","Olympiacos Piraeus B","Scheduled"
"16:00","St. Pauli II","FSV Schoningen 2011","Scheduled"
"16:00","Bremer SV","1. FC Phonix Lubeck","Scheduled"
"16:00","Lokomotive Leipzig","Berlin II","Scheduled"
"16:00","Altglienicke","Babelsberg","Scheduled"
"16:00","Sakaryaspor","Van Spor","Scheduled"
"16:00","Sariyer","Ankara Keciorengucu","Scheduled"
"16:00","Mainz II","Alzenau","Scheduled"
"16:00","Hammarby IF","Djurgardens IF","Scheduled"
"16:30","AZ Alkmaar","Heracles Almelo","Scheduled"
"16:30","Feyenoord","Excelsior Rotterdam","Scheduled"
"16:30","Pari Nizhny Novgorod","Krylia Sovetov Samara","Scheduled"
"16:30","Kristiansund BK","SK Brann","Scheduled"
"16:30","Persija Jakarta","Dewa United","Scheduled"
"16:30","GKS Tychy","WKS Slask Wroclaw","Scheduled"
"16:30","FC Salzburg","SK Rapid","Scheduled"
"16:30","Borneo Samarinda","Persib Bandung","Scheduled"
"16:30","FC Vlasim","C. Budejovice","Scheduled"
"16:30","Banik Ostrava B","Mas Taborsko","Scheduled"
"16:30","Tropical Coriano","Sasso Marconi","Scheduled"
"16:30","Calcio Chieti","San Marino","Scheduled"
"16:30","Lamezia","ASD Castrumfavara","Scheduled"
"16:30","Benevento Calcio","Calcio Foggia","Scheduled"
"16:30","SSD Novaromentin","SSD Sanremese Calcio","Scheduled"
"16:30","Asd Team Altamura","Calcio Catania","Scheduled"
